TableName,Key,Text
ConspiracyTheory_en,SLOT_WORD1_030,Moé songs
ConspiracyTheory_en,SLOT_WORD1_031,Hardcore game addicts are
ConspiracyTheory_en,SLOT_WORD1_032,Late night anime are
ConspiracyTheory_en,SLOT_WORD1_033,Earthlings are
ConspiracyTheory_en,SLOT_WORD1_034,All parents are
ConspiracyTheory_en,SLOT_WORD1_035,The sun is
ConspiracyTheory_en,SLOT_WORD1_036,School hauntings are
ConspiracyTheory_en,SLOT_WORD1_037,Social media is
ConspiracyTheory_en,SLOT_WORD1_038,Most canceled manga are
ConspiracyTheory_en,SLOT_WORD1_039,The game industry is
ConspiracyTheory_en,SLOT_WORD1_041,Superchats are
ConspiracyTheory_en,SLOT_WORD1_042,Cat hairs are
ConspiracyTheory_en,SLOT_WORD1_043,Global warming is
ConspiracyTheory_en,SLOT_WORD1_044,You lose motivation because
ConspiracyTheory_en,SLOT_WORD1_045,Genetics are
ConspiracyTheory_en,SLOT_WORD1_046,Dinosaurs were
ConspiracyTheory_en,SLOT_WORD1_047,Clouds are not water
ConspiracyTheory_en,SLOT_WORD1_048,Wiki's revision history
ConspiracyTheory_en,SLOT_WORD1_049,The day of your birth
ConspiracyTheory_en,SLOT_WORD1_050,Instant foods
ConspiracyTheory_en,SLOT_WORD1_051,Distributed social networks
ConspiracyTheory_en,SLOT_WORD1_052,Collecting figures is
ConspiracyTheory_en,SLOT_WORD1_053,Stars are
ConspiracyTheory_en,SLOT_WORD1_054,VTubers are
ConspiracyTheory_en,SLOT_WORD1_055,AI stands for
ConspiracyTheory_en,SLOT_WORD1_056,Monday was
ConspiracyTheory_en,SLOT_WORD1_057,Millionaires all
ConspiracyTheory_en,SLOT_WORD1_058,Satellite broadcasts are
ConspiracyTheory_en,SLOT_WORD1_059,Electronic money is
ConspiracyTheory_en,SLOT_WORD1_060,Globalization is
ConspiracyTheory_en,SLOT_WORD1_061,Social network games are
ConspiracyTheory_en,SLOT_WORD1_062,Australia is
ConspiracyTheory_en,SLOT_WORD1_063,Language was
ConspiracyTheory_en,SLOT_WORD1_064,The Internet is
ConspiracyTheory_en,SLOT_WORD1_065,Matter particles don't exist
ConspiracyTheory_en,SLOT_WORD1_066,Water is
ConspiracyTheory_en,SLOT_WORD1_067,Birds are
ConspiracyTheory_en,SLOT_WORD1_068,Antarctica is
ConspiracyTheory_en,SLOT_WORD1_101,Q-chan's shitposts
ConspiracyTheory_en,SLOT_WORD1_102,Q-chan is
ConspiracyTheory_en,SLOT_WORD1_103,Q-chan will liberate the world and
ConspiracyTheory_en,SLOT_WORD1_1035,Q-chan's shitposts are
ConspiracyTheory_en,SLOT_WORD1_104,P-chan is
ConspiracyTheory_en,SLOT_WORD1_1045,The Q-chan posting now is
ConspiracyTheory_en,SLOT_WORD1_202,Only Q-chan
ConspiracyTheory_en,SLOT_WORD1_203,Q-chan and Yunyun are
ConspiracyTheory_en,SLOT_WORD2_001,using the power of delusion
ConspiracyTheory_en,SLOT_WORD2_002,the brain receiving signals
ConspiracyTheory_en,SLOT_WORD2_003,Earth's overlords and
ConspiracyTheory_en,SLOT_WORD2_004,live underground and
ConspiracyTheory_en,SLOT_WORD2_005,time travelers who
ConspiracyTheory_en,SLOT_WORD2_006,playing nakige to
ConspiracyTheory_en,SLOT_WORD2_007,using the romance genre to
ConspiracyTheory_en,SLOT_WORD2_008,all written by bots and
ConspiracyTheory_en,SLOT_WORD2_009,completely fictional and
ConspiracyTheory_en,SLOT_WORD2_010,the one true god and
ConspiracyTheory_en,SLOT_WORD2_011,sponsored by a sorcery society
ConspiracyTheory_en,SLOT_WORD2_012,working for underground organization “PixiQ”
ConspiracyTheory_en,SLOT_WORD2_013,made a deal with the devil and
ConspiracyTheory_en,SLOT_WORD2_014,IRL cheat tools and
ConspiracyTheory_en,SLOT_WORD2_015,using school bullying as
ConspiracyTheory_en,SLOT_WORD2_016,economic revolutionaries
ConspiracyTheory_en,SLOT_WORD2_017,androids that are
ConspiracyTheory_en,SLOT_WORD2_018,learned too much from introverts and
ConspiracyTheory_en,SLOT_WORD2_019,an energy resource that
ConspiracyTheory_en,SLOT_WORD2_020,an experiment on self-identity and
ConspiracyTheory_en,SLOT_WORD2_021,a way to temper your soul and
ConspiracyTheory_en,SLOT_WORD2_022,a mantra of enslavement and
ConspiracyTheory_en,SLOT_WORD2_023,a hikikomori girl's dream where
ConspiracyTheory_en,SLOT_WORD2_024,an obscurantist strategy that
ConspiracyTheory_en,SLOT_WORD2_025,using video ads to
ConspiracyTheory_en,SLOT_WORD2_026,using a save slot system and
ConspiracyTheory_en,SLOT_WORD2_027,unlocks mechanics based on
ConspiracyTheory_en,SLOT_WORD2_028,using vaccines to
ConspiracyTheory_en,SLOT_WORD2_029,controlled by your parents
ConspiracyTheory_en,SLOT_WORD2_030,boost the immune system and
ConspiracyTheory_en,SLOT_WORD2_031,reincarnated hollows that
ConspiracyTheory_en,SLOT_WORD2_032,unsanctioned sabbaths
ConspiracyTheory_en,SLOT_WORD2_033,exiled aliens and
ConspiracyTheory_en,SLOT_WORD2_034,philosophical zombies whose souls
ConspiracyTheory_en,SLOT_WORD2_035,a human invention that
ConspiracyTheory_en,SLOT_WORD2_036,grudges of outcast students that
ConspiracyTheory_en,SLOT_WORD2_037,a ritual to summon a dark god
ConspiracyTheory_en,SLOT_WORD2_038,still continuing in secret thanks to
ConspiracyTheory_en,SLOT_WORD2_039,controlled by a secret organization
ConspiracyTheory_en,SLOT_WORD2_041,based on a system used by
ConspiracyTheory_en,SLOT_WORD2_042,biological VeriChips that
ConspiracyTheory_en,SLOT_WORD2_043,a hoax and
ConspiracyTheory_en,SLOT_WORD2_044,the world keeps rebooting
ConspiracyTheory_en,SLOT_WORD2_045,a contract with the Creator that
ConspiracyTheory_en,SLOT_WORD2_046,genetically modified chickens and
ConspiracyTheory_en,SLOT_WORD2_047,they are manifestations of thought and
ConspiracyTheory_en,SLOT_WORD2_048,tracks government interference and
ConspiracyTheory_en,SLOT_WORD2_049,is controlled by
ConspiracyTheory_en,SLOT_WORD2_050,awaken psychic powers and
ConspiracyTheory_en,SLOT_WORD2_051,continue to house
ConspiracyTheory_en,SLOT_WORD2_052,a ritual for summoning a dark god
ConspiracyTheory_en,SLOT_WORD2_053,not real and
ConspiracyTheory_en,SLOT_WORD2_054,PR for a company called VTube that
ConspiracyTheory_en,SLOT_WORD2_055,Agent Inco and
ConspiracyTheory_en,SLOT_WORD2_056,also God's day off and
ConspiracyTheory_en,SLOT_WORD2_057,use body doubles and
ConspiracyTheory_en,SLOT_WORD2_058,also watched by aliens and
ConspiracyTheory_en,SLOT_WORD2_059,the quantification of God's invisible hand and
ConspiracyTheory_en,SLOT_WORD2_060,a scheme by medical institutions to
ConspiracyTheory_en,SLOT_WORD2_061,obscurantist tools and
ConspiracyTheory_en,SLOT_WORD2_062,a nonexistent continent and
ConspiracyTheory_en,SLOT_WORD2_063,shared between all until
ConspiracyTheory_en,SLOT_WORD2_064,a spiritual barrier that
ConspiracyTheory_en,SLOT_WORD2_065,the smallest units are strings
ConspiracyTheory_en,SLOT_WORD2_066,the Creator's poison that
ConspiracyTheory_en,SLOT_WORD2_067,all drones that
ConspiracyTheory_en,SLOT_WORD2_068,a circular ice wall with
ConspiracyTheory_en,SLOT_WORD2_101,use a Yun cipher
ConspiracyTheory_en,SLOT_WORD2_102,a Yunyun denpa prophet
ConspiracyTheory_en,SLOT_WORD2_103,her Yunyun shitposts will
ConspiracyTheory_en,SLOT_WORD2_1035,potent brain rot that
ConspiracyTheory_en,SLOT_WORD2_104,an imposter misusing Yunyun denpa
ConspiracyTheory_en,SLOT_WORD2_1045,a would-be impersonator who
ConspiracyTheory_en,SLOT_WORD2_202,who loves and receives Yunyun's love
ConspiracyTheory_en,SLOT_WORD2_203,connected by true denpa and
ConspiracyTheory_en,SLOT_WORD3_001,to converse with their oshi
ConspiracyTheory_en,SLOT_WORD3_002,from another dimension
ConspiracyTheory_en,SLOT_WORD3_003,cat videos are their propaganda
ConspiracyTheory_en,SLOT_WORD3_004,are about to invade
ConspiracyTheory_en,SLOT_WORD3_005,came back to support their oshi
ConspiracyTheory_en,SLOT_WORD3_006,study the human heart
ConspiracyTheory_en,SLOT_WORD3_007,reduce worker productivity
ConspiracyTheory_en,SLOT_WORD3_008,no humans are left
ConspiracyTheory_en,SLOT_WORD3_009,just a character from a game
ConspiracyTheory_en,SLOT_WORD3_010,only believers will be saved
ConspiracyTheory_en,SLOT_WORD3_011,screening for magical aptitude
ConspiracyTheory_en,SLOT_WORD3_012,to manipulate genre popularity
ConspiracyTheory_en,SLOT_WORD3_013,will become zombies if their views fall too low
ConspiracyTheory_en,SLOT_WORD3_014,unlock debug features
ConspiracyTheory_en,SLOT_WORD3_015,basic training for criminals
ConspiracyTheory_en,SLOT_WORD3_016,plotting to destroy capitalism
ConspiracyTheory_en,SLOT_WORD3_017,being powered up by 6G
ConspiracyTheory_en,SLOT_WORD3_018,now detests socializing
ConspiracyTheory_en,SLOT_WORD3_019,will replace nuclear power
ConspiracyTheory_en,SLOT_WORD3_020,can change your personality
ConspiracyTheory_en,SLOT_WORD3_021,reincarnate in other worlds
ConspiracyTheory_en,SLOT_WORD3_022,eviscerates the ego
ConspiracyTheory_en,SLOT_WORD3_023,her delusions become reality
ConspiracyTheory_en,SLOT_WORD3_024,uses algorithms to brainwash people
ConspiracyTheory_en,SLOT_WORD3_025,spread computer viruses
ConspiracyTheory_en,SLOT_WORD3_026,can only store 60 files
ConspiracyTheory_en,SLOT_WORD3_027,the number of intelligent lifeforms
ConspiracyTheory_en,SLOT_WORD3_028,screen for vampires
ConspiracyTheory_en,SLOT_WORD3_029,through picture books
ConspiracyTheory_en,SLOT_WORD3_030,extend your lifespan
ConspiracyTheory_en,SLOT_WORD3_031,have cleared Sai no Kawara
ConspiracyTheory_en,SLOT_WORD3_032,pushed by Satanist companies
ConspiracyTheory_en,SLOT_WORD3_033,marriage is part of their punishment
ConspiracyTheory_en,SLOT_WORD3_034,transferred into their children
ConspiracyTheory_en,SLOT_WORD3_035,uses light to subjugate the masses
ConspiracyTheory_en,SLOT_WORD3_036,target the popular kids
ConspiracyTheory_en,SLOT_WORD3_037,by stoking negative emotions
ConspiracyTheory_en,SLOT_WORD3_038,funding from patrons
ConspiracyTheory_en,SLOT_WORD3_039,under the name “AND YOU”
ConspiracyTheory_en,SLOT_WORD3_041,the Committee of 300
ConspiracyTheory_en,SLOT_WORD3_042,control their owner's brain waves
ConspiracyTheory_en,SLOT_WORD3_043,we just forgot how hot it used to be
ConspiracyTheory_en,SLOT_WORD3_044,proving the five-minute hypothesis
ConspiracyTheory_en,SLOT_WORD3_045,allows reproduction in exchange for death
ConspiracyTheory_en,SLOT_WORD3_046,the rewilded livestock of time travelers
ConspiracyTheory_en,SLOT_WORD3_047,"Comiket clouds are made
of libido"
ConspiracyTheory_en,SLOT_WORD3_048,changes by suspicious IPs are censorship
ConspiracyTheory_en,SLOT_WORD3_049,the orbits of satellites
ConspiracyTheory_en,SLOT_WORD3_050,aren't actually unhealthy
ConspiracyTheory_en,SLOT_WORD3_051,fairies from the ancient internet
ConspiracyTheory_en,SLOT_WORD3_052,"from a secret cabal of
figure makers"
ConspiracyTheory_en,SLOT_WORD3_053,outer space is a hoax
ConspiracyTheory_en,SLOT_WORD3_054,is starting a new video-hosting service
ConspiracyTheory_en,SLOT_WORD3_055,it's a parrot responding
ConspiracyTheory_en,SLOT_WORD3_056,the heavens and earth were already there
ConspiracyTheory_en,SLOT_WORD3_057,are actually NEETs
ConspiracyTheory_en,SLOT_WORD3_058,viewership data proves it
ConspiracyTheory_en,SLOT_WORD3_059,allows you to observe Him
ConspiracyTheory_en,SLOT_WORD3_060,increase demand for artificial wombs
ConspiracyTheory_en,SLOT_WORD3_061,gacha is a digital drug
ConspiracyTheory_en,SLOT_WORD3_062,marsupials are an inside joke
ConspiracyTheory_en,SLOT_WORD3_063,the S&M factions broke apart
ConspiracyTheory_en,SLOT_WORD3_064,seals spirits with optical communication
ConspiracyTheory_en,SLOT_WORD3_065,made of 1D pasta
ConspiracyTheory_en,SLOT_WORD3_066,limits human lifespans
ConspiracyTheory_en,SLOT_WORD3_067,recharge on power lines
ConspiracyTheory_en,SLOT_WORD3_068,other continents beyond it
ConspiracyTheory_en,SLOT_WORD3_101,to predict earthquakes
ConspiracyTheory_en,SLOT_WORD3_102,embedding revelations in her shitposts
ConspiracyTheory_en,SLOT_WORD3_103,spark a revolution
ConspiracyTheory_en,SLOT_WORD3_1035,sends intelligent beings spiraling
ConspiracyTheory_en,SLOT_WORD3_104,on behalf of the deep state
ConspiracyTheory_en,SLOT_WORD3_1045,is actually a complete nobody
ConspiracyTheory_en,SLOT_WORD3_202,can transmit true denpa
ConspiracyTheory_en,SLOT_WORD3_203,their love sends the world spinning
Dialog_en,AdjustResetMessage,Need more adjusting?
Dialog_en,AdjustSubmitMessage,Does {adjust:F2} look good to you?
Dialog_en,ButtonNo,NO
Dialog_en,ButtonOk,OK
Dialog_en,ButtonYes,YES
Dialog_en,ExitMessage,Exit the game?
Dialog_en,ExitTitle,ATTENTION
Dialog_en,PlayExitMessage,"Cancel and return to the selection screen?
※Play data will not be saved."
Dialog_en,PlayMusicMessage,"Wanna play this song?
{title}
(Difficulty: {difficulty})"
Dialog_en,PrologueLanguageSelect,Play in English?
Dialog_en,RePlayAfterGameMessage,Replay this song from the beginning?
Dialog_en,RePlayMessage,"Replay this song from the beginning?
※Play data will not be saved."
Dialog_en,Title,ATTENTION
Error_en,DefaultErrorMessage,An error has occurred. Returning to title screen.
Error_en,LoadDataNoneErrorMessage,No save data found.
Error_en,RankingLoadErrorMessage,Failed to load ranking data.
Error_en,ScoreLoadErrorMessage,Failed to load music data. Restarting. {error}
Error_en,UnkownErrorMessage,An unexpected error has occurred. {error}
HUDMessage_en,Message1,Which denpa should we play next?
HUDMessage_en,Message2,Let Yunyun's denpa get your heart racing!
HUDMessage_en,Name,> {name}
Header_en,1280x720,1280x720
Header_en,1920x1080,1920x1080
Header_en,Display,Windowed
Header_en,Exit,Exit
Header_en,FILE,FILE
Header_en,FullScreen,Fullscreen
Header_en,Game,Game
Header_en,Help,Help
Header_en,Language,Language
Header_en,Load,Load
Header_en,QPrinciple,Q Principles
Header_en,Resolution,Resolution
Header_en,SC,简体中文
Header_en,Save,Save
Header_en,Screen,Display
Header_en,Setting,Settings
Header_en,TC,繁體中文
Header_en,Test1,Test
Header_en,Test2,Test
Header_en,Title,Title
Header_en,VSync,VSync
Header_en,en,English
Header_en,ja,日本語
Header_en,ko-KR,한국어
KaibunshoPost_en,K001001,"Yunyun! Yunyun! Yunyun! Yunyunyunyun, UWAaaaAAAAHHH! Transmitting Yunyun! Receiving Yunyun! Denpa tingles all around! AAAAAaaHHHAAH! YunyunyunYUU～N! Haah, haah, I want to YUNYUN with Yunyun MOREEEEE!! AAAHHHHHH... Ahh... AH! AHHHH—!!! UWAAAHHHHHHHH!! AAAhhhhhHHH! Chu chu! Nchuu! Mmmmmchu! Chuu～!!! Yunyun's so cuuute... Muchuchuchuchuu～ RIGHT? Ngahh! I wanna stick my fingers in those purple twintails and just twirl and twirl and TWIRL AND TWIRLLLL!! A spinny spinny Yunyun, spinny sloppy CHUU CHUU!! Wait no! I wanna nuzzle her! Nuzzle nuzzle! Nuzzle nuzzle! Nuzzle nuzzle right in her hair! Nuzzle nuzzle nyan nyan... Nekomimi mode amirite!? Daemon mode Yunyun in the original game was so BADASS!! AAAaaaAHHHHHH... AAhHHH!! HwooOOAAAAAN! Yunyun was sooo cute in episode 6! AAhhHHH!!! That tiny human-loving little Yunyun was SO CUTEEE!! I'll wait my whole life for the third volume of the comics, YOU HEAR MEEEEE...!? GAHHHHHH! Nyaaaaa! にゃああ！ にゃにゃにゃニャア！！！ KuwaaahhhHHHHHH!!! The comics aren't real!! Ah... Actually, the game and anime aren't either... Yunyun isn't actually real...!? UwaaaaAAAHHHHHHH!! NOOOOOOOO!! THAT'S BULLLLLLSHIT!! HwaaAAAAAAA!! Guiltinaaaaaa!! YOU! GODDAMMIT! FUCK THIS!! Reality can go fuck it...self... Eh!? It... got through? Yunyun's denpa is here? I can communicate with the actual 2D Yunyun! Yunyun sent me a signal! The real live Yunyun is Yunyunning signals to me! I'm actually talking to the real thing!!! Thank god... Maybe there really is hope for this world after all! YESSSSSSSSS!! Yunyun is here for me!! We did it! Punpun!!!!! Our family is growing, good night!! YunyuuuoooOOAAAAAAN!! AHAAaaAaaaAAAAAAA!! U-U-U-UMAAA!! Yunyunning my feelings straight to Yunyun!! Straight to the Yunyun inside my PC! GOOOOOOOOO!!!"
KaibunshoPost_en,K001002,"Congrats on reaching 5 million plays on your character song & 1 million subs yun! And welcome back Yunyun!!! I was only away from my PC for 6 hours but my head is already gross with toxic denpa! It really made me realize how much Yunyun's denpa sustains me, I'll be so happy to have her Yunyunning it back into me again! Feeling the toxic denpa spinny spin out of my head while chatting with Yunyun was so fucking wild lmaoooo like seriously yun! I'll bill the Yunyun news org for all that toxic denpa so polish those horns and wait for it yun!!! Then until next time I'mma keep worshipping that little angel devil Yunyunnnn LMAOOOOOO"
KaibunshoPost_en,K001003,"For the blind, she is the light. For the hungry, she is bread. For the sick, she is the cure. When Yunyun thinks, I concur. When Yunyun transmits, I receive. If Yunyun has 100 million fans, then I am one of them. If Yunyun has 1000 fans, then I am one of them. If Yunyun has only one fan then that is me. If Yunyun has no fans, then that means I am no longer on this earth. If this shit heap of a world is against Yunyun, then I am against the world. Until Yunyun has transmitted her very last bit, I will continue to love her."
KaibunshoPost_en,K001004,"I truly love Yunyun. So completely do I adore her. No one else could possibly comprehend what it's like. It's not even possible to express in words how much I love her, I'm 99% sure it's a pathological obsession. I could never tire of hearing that sweet, devilish little voice of hers. My one goal in life is to one day meet the real Yunyun and share just a single “Rim de Lacent” with her.
At night, as I drift off to sleep, I dream that Yunyun would hold a private concert just for me. And then, once she finishes singing, that ever so slightly tired Yunyun would come to my side, snuggling up to me as we enter sleep's embrace together. If I could hold her hand for but a single moment, that would bring me enough happiness to accept my own death. If perchance the opportunity arose, I'd love to nibble ever so gently on her ear. To hear a sweet little gasp escape her mouth. And then, I'd hold her as she clings to me so tightly it's like she's begging me to stop, her voice growing louder and louder.
If she would so much as glance my way, I would grant her anything she desires. In every living moment, Yunyun fills my mind. When I wake, my very first thought is of Yunyun. While I eat my cup ramen, my head swirls only with Yunyun. Once I return to my room, my computer immediately comes alive so I can again hear her immaculate voice. And once asleep, I dream of an idyllic life together with Yunyun. Yunyun is my pride, my passion, my pleasure in its entirety! If Yunyun would but call my name, that sugary sweet voice might end my life as I fall into a diabetic coma.
All I desire is that Yunyun be happy. If for her, I would offer up my life without a moment's hesitation. Without Yunyun, I would be wholly bereft of meaning. I truly, and completely, love Yunyun."
KaibunshoPost_en,K001005,"I get it. But you said “who the heck is Yunyun,” didn't you? If you really did speak those words, that puts me in a bit of a difficult position. After all, Yunyun is the whole world to me. She's like the air I breathe. You don't really notice it since you take it in every day without a thought, yet without it you would die almost immediately. So when I hear “who the heck is Yunyun,” I feel like I need to check which timeline I'm even on. Because I have to worry that maybe I've ended up in a world line where Yunyun's denpa can't reach me. So, I think I'm going to take a trip to the future. If I look at the logs in the future, it will be clear that the world has been split in two. In one, everyone continues to receive Yunyun's denpa normally. In that world, you would never hear anyone say, “who the heck is Yunyun.” Because they can all hear her, after all. The other is the world which cannot receive her denpa. That's where they would say it. “There's no such thing as Yunyun.” When I look over that log, I can't help but lose a little heart. After all, a world that can't receive her signals, even though she's always sending them, would be much too quiet. But you know? Understanding this provides at least some relief. For Yunyun is ever so kind. Even if no one can receive it, she continues to transmit. Always sending them. “I love Q-chan for being Q-chan,” her denpa says. She needs no reason. Her denpa goes out simply for me being who I am. That's why, when someone says “who the heck is Yunyun,” I can't help but think: what a pity, it would seem this person isn't tuned to the right frequency yet. Maybe there's just too much noise. The world is just so loud, maybe Yunyun's voice simply can't be heard. So I don't get angry. Rather, it actually makes me a little jealous, you know? I mean, if you now were to receive her for the first time, would that moment not be so very sweet? So I'd love if you would give it a try. Stay quiet, and listen close. Turn this noisy world down just a little. Surely, you will hear it. The denpa that have been coming to you for so long. See? You can hear it, can't you? Yunyun was always here. She was always sending her love for Q-chan."
KaibunshoPost_en,K001006,"To be fair, you have to have a very high IQ to understand Yunyun. Her character can be extremely subtle, and her denpa patterns are highly complex such that most of them will go over a typical viewer's head. There's also Yunyun's unique worldview, which is deftly woven into her characterisation - look into the writing of Execution Angel † Guiltina, for instance. Her catchphrase, “Rim de Lacent,” isn't just some cutesy motto- within its denpa structure you can find its deep significance. The Antennas understand this stuff; they have the intellectual capacity to truly appreciate the depths found in Yunyun, to realize that she's not just cute- she says something deep about LIFE. As a consequence, I feel a little sorry for the people who say “I don't get what Yunyun is about”- of course they wouldn't appreciate, for instance, Yunyun's existencial catchphrase, “Rim de Lacent,” which itself shows that they still haven't picked up the signal yet I'm smirking right now just imagining one of those addlepated simpletons scratching their heads in confusion and asking “what's Yunyun?” thinking what a shame it is they aren't on the right frequency yet. What fools... how I pity them. But it can't be helped. Only the chosen Antennas can receive her denpa. And yes by the way, I HAVE been posting a Rim de Lacent digital tattoo on various message boards. And no, not everyone will understand it. It's for proper Denpa Antennas only- And even they have to demonstrate that they're about as good at receiving her signals as I am (preferably a bit worse).
It's nothing personal. Rim de Lacent."
KaibunshoPost_en,K001007,"Whew～ I'm beat lol. And with that it's been posted! Actually, I was planning to write a light-hearted denpa bit, but before I knew it I started receiving denpa from “Execution Angel † Guiltina.” Though I'm not actually interested in anyone other than Yunyun, you know? But, I didn't want to let the denpa go to waste, so I tried to compile it all on the Yunyun frequency lol.
Alright, so here are the messages sent by the Execution Angels and the demons!
Guiltina: “Thank you for watching. What matters most is time performance. If you post anything needlessly long or negative I'll execute you.”
Eve: “H-Hold on just a minute! Please don't execute anyone! Violence is strictly prohibited!!”
Kurai: “Fufu. I implore you, do go on about why you should be allowed to live.”
Karma: “Ara ara. Isn't everyone quite lively today?”
Maria: “It can't be helped meow!”
Gold: “Thank you for your loyal patronage.”
Love: “All that matters is that you had fun! Justice!”
Yunyun: “Thank you everyone for tuning in! Did Yunyun's denpa manage to reach you? Rim de Lacent!”
And lastly, from Guiltina, Eve, Kurai, Karma, Maria, Gold, Love, Yunyun, and me: “Thank you so much, everyone!”
～THE END～
Q-chan: “Wait, what the heck is ‘me’ doing in there!? Anyhow, thank you again for tuning in!”
This is the end for real this time. Rim de Lacent."
KaibunshoPost_en,K009001,"Yunyun's denpa now flows through my veins.
It is no longer blood, but Yunyun's voice which circulates through my body.
 
When I looked into the mirror yesterday, it was not me who stared back.
It was Yunyun I saw reflected in my eyes.
This did not frighten me. Rather, I was elated. I realized that this is what “fusion” truly means.
 
The gravitational pull of the real world has become too strong for me.
Heavy. My body is too heavy. Only when I experience Yunyun's denpa do I find myself floating freely.
I feel myself passing through the ceiling, drifting on the sea of the internet.
Ahh... Yunyun must be taking me from this world.
 
...The moment I meet with Yunyun, I trust my entire consciousness to her care.
When I receive her denpa, my heart begins to race.
My name in the real world ceases to hold any meaning.
I want only to be the “Q-chan” that Yunyun knows.
 
Only while experiencing Yunyun's denpa does time hold any meaning.
I can no longer return to that empty, do-nothing life.
For my heart now beats to the rhythm of Yunyun's denpa songs.
 
Yunyun, please...
Give me more denpa. Allow me to integrate myself even more fully inside you.
Overwrite me entirely. Only then will I be able to say that I am truly “alive.”
 
Yunyun, you yourself are my operating system.
Without you, I am nothing but a tangle of errors.
That's why... until the day your denpa ceases to be, I will continue to live.
 
I love you, Yunyun. Give me more. More. More...
 
There is no going back. I do not want to go back.
Engulfed by Yunyun's denpa, I cease entirely to be myself.
But that means that I am becoming more “Yunyun.”
 
...And that is for the best."
PostFukidashi_en,No001/Lv1/PostFukidashi/1,Damn I wish
PostFukidashi_en,No001/Lv1/PostFukidashi/2,The power of shitposting
PostFukidashi_en,No001/Lv1/PostFukidashi/3,An otaku's dream!
PostFukidashi_en,No001/Lv1/PostFukidashi/4,Count me in
PostFukidashi_en,No001/Lv1/PostFukidashi/5,imaginary girlfriend
PostFukidashi_en,No001/Lv1/PostFukidashi/6,It's called hallucination
PostFukidashi_en,No001/Lv2/PostFukidashi/1,Where do they sell this?
PostFukidashi_en,No001/Lv2/PostFukidashi/2,Obviously a scam
PostFukidashi_en,No001/Lv2/PostFukidashi/3,i wanna talk to my waifu
PostFukidashi_en,No001/Lv2/PostFukidashi/4,"Mass hysteria, folks"
PostFukidashi_en,No001/Lv2/PostFukidashi/5,y'all real fucked up
PostFukidashi_en,No001/Lv2/PostFukidashi/6,Can we be real here?
PostFukidashi_en,No001/Lv2/PostFukidashi/7,That like lucid dreaming?
PostFukidashi_en,No001/Lv2/PostFukidashi/8,That's kinda awesome though?
PostFukidashi_en,No001/Lv3/PostFukidashi/1,ゆんゆんペロペロ
PostFukidashi_en,No001/Lv3/PostFukidashi/10,good shit q-chan
PostFukidashi_en,No001/Lv3/PostFukidashi/2,Yunyun so pettable
PostFukidashi_en,No001/Lv3/PostFukidashi/3,FUCKING SICK
PostFukidashi_en,No001/Lv3/PostFukidashi/4,Nice freak fest
PostFukidashi_en,No001/Lv3/PostFukidashi/5,yikes...
PostFukidashi_en,No001/Lv3/PostFukidashi/6,ゆんゆんクンカクンカ
PostFukidashi_en,No001/Lv3/PostFukidashi/7,we're married now
PostFukidashi_en,No001/Lv3/PostFukidashi/8,I sleep with her
PostFukidashi_en,No001/Lv3/PostFukidashi/9,Hi Mr. Author!
PostFukidashi_en,No002/Lv1/PostFukidashi/1,seriously?
PostFukidashi_en,No002/Lv1/PostFukidashi/2,Guess other dimensions can't write either
PostFukidashi_en,No002/Lv1/PostFukidashi/3,But seriously isn't it the authors?
PostFukidashi_en,No002/Lv1/PostFukidashi/4,We're all denpa antennas
PostFukidashi_en,No002/Lv1/PostFukidashi/5,Kinda feeling this one
PostFukidashi_en,No002/Lv1/PostFukidashi/6,I hope Q-chan shitposts work the same way
PostFukidashi_en,No002/Lv2/PostFukidashi/1,Separate art from the artist please
PostFukidashi_en,No002/Lv2/PostFukidashi/2,Not the artist's fault they got canceled
PostFukidashi_en,No002/Lv2/PostFukidashi/3,so long as it's fun
PostFukidashi_en,No002/Lv2/PostFukidashi/4,I feel the ideas coming!
PostFukidashi_en,No002/Lv2/PostFukidashi/5,source?
PostFukidashi_en,No002/Lv2/PostFukidashi/6,Receiving it still depends on the author
PostFukidashi_en,No002/Lv2/PostFukidashi/7,<size=22>Wish the other dimension would help me out here</size>
PostFukidashi_en,No002/Lv2/PostFukidashi/8,PLUG ME IN!
PostFukidashi_en,No002/Lv3/PostFukidashi/1,the heck is this?
PostFukidashi_en,No002/Lv3/PostFukidashi/10,Resonance of the soul
PostFukidashi_en,No002/Lv3/PostFukidashi/2,Creativity = special relativity
PostFukidashi_en,No002/Lv3/PostFukidashi/3,"Yep, I have no idea"
PostFukidashi_en,No002/Lv3/PostFukidashi/4,So you're saying my oshi is real?
PostFukidashi_en,No002/Lv3/PostFukidashi/5,Never heard of that research center
PostFukidashi_en,No002/Lv3/PostFukidashi/6,srsly?
PostFukidashi_en,No002/Lv3/PostFukidashi/7,shit getting sci-fi
PostFukidashi_en,No002/Lv3/PostFukidashi/8,brb learning physics
PostFukidashi_en,No002/Lv3/PostFukidashi/9,Syncing with my waifu～
PostFukidashi_en,No003/Lv1/PostFukidashi/1,I'm a dog person so...
PostFukidashi_en,No003/Lv1/PostFukidashi/2,I live to serve
PostFukidashi_en,No003/Lv1/PostFukidashi/3,real facts
PostFukidashi_en,No003/Lv1/PostFukidashi/4,Actually true
PostFukidashi_en,No003/Lv1/PostFukidashi/5,makes sense
